bioguide_id,organization,program,description,ytd_amount,qtd_amount,member_name,party,state,district,congress,quarter_label,is_member
,2026 OFFICE OF THE SPEAKER,OFFICIAL EXPENSES - LEADERSHIP,SUPPLIES AND MATERIALS,34998.78,3274.25,,,,,119,2026Q2,false
,2026 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,3557883.04,1780049.21,,,,,119,2026Q2,false
,2026 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,TRAVEL,10903.42,1099.46,,,,,119,2026Q2,false
,2026 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,74300.64,25229.88,,,,,119,2026Q2,false
,2026 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,2002.74,338.48,,,,,119,2026Q2,false
,2026 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,OTHER SERVICES,150070.84,62996.26,,,,,119,2026Q2,false
,2026 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,273230.15,139898.86,,,,,119,2026Q2,false
,2026 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,EQUIPMENT,12933.4,3145.04,,,,,119,2026Q2,false
,2026 OFFICE OF THE SPEAKER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,71706.77,40240.07,,,,,119,2026Q2,false
,2026 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,1502655.71,781401.82,,,,,119,2026Q2,false
,2026 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,TRAVEL,6168.79,6168.79,,,,,119,2026Q2,false
,2026 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,18670.71,11352.66,,,,,119,2026Q2,false
,2026 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,1701.3,369.9,,,,,119,2026Q2,false
,2026 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,OTHER SERVICES,12634.17,8832.04,,,,,119,2026Q2,false
,2026 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,9738.07,7077.13,,,,,119,2026Q2,false
,2026 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,EQUIPMENT,15092.64,4751,,,,,119,2026Q2,false
,2026 OFFICE OF THE MAJORITY LEADER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,30100.02,30100.02,,,,,119,2026Q2,false
,2026 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,3793507.88,1919787.36,,,,,119,2026Q2,false
,2026 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,TRAVEL,63972.15,33504.81,,,,,119,2026Q2,false
,2026 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,20006.64,1208.23,,,,,119,2026Q2,false
