bioguide_id,organization,program,description,ytd_amount,qtd_amount,member_name,party,state,district,congress,quarter_label,is_member
,2025 OFFICE OF THE SPEAKER,OFFICIAL EXPENSES - LEADERSHIP,SUPPLIES AND MATERIALS,34754.11,0,,,,,119,2025Q3,false
,2025 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,5317299.67,1823377.81,,,,,119,2025Q3,false
,2025 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,TRAVEL,34475.8,13237.28,,,,,119,2025Q3,false
,2025 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,72182.35,27791.69,,,,,119,2025Q3,false
,2025 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,6112.52,1360.02,,,,,119,2025Q3,false
,2025 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,OTHER SERVICES,215437.46,76595.25,,,,,119,2025Q3,false
,2025 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,411463.7,139197.48,,,,,119,2025Q3,false
,2025 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,EQUIPMENT,30589.68,1824,,,,,119,2025Q3,false
,2025 OFFICE OF THE SPEAKER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,92094.28,24360,,,,,119,2025Q3,false
,2025 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,2252130.84,779693.08,,,,,119,2025Q3,false
,2025 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,TRAVEL,475.85,0,,,,,119,2025Q3,false
,2025 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,29808.68,11238.2,,,,,119,2025Q3,false
,2025 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,1101.1,374.9,,,,,119,2025Q3,false
,2025 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,OTHER SERVICES,73636.64,24595.3,,,,,119,2025Q3,false
,2025 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,7472.83,3141.82,,,,,119,2025Q3,false
,2025 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,EQUIPMENT,41031.59,6423.8,,,,,119,2025Q3,false
,2025 OFFICE OF THE MAJORITY LEADER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,55238.84,28872.09,,,,,119,2025Q3,false
,2025 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,5701282.53,1919135.98,,,,,119,2025Q3,false
,2025 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,TRAVEL,180657.38,55857.9,,,,,119,2025Q3,false
,2025 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,12621.51,3453.79,,,,,119,2025Q3,false
,2025 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,21172.91,1678.22,,,,,119,2025Q3,false
,2025 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,OTHER SERVICES,138469.54,48953.99,,,,,119,2025Q3,false
,2025 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,454913.96,83855.21,,,,,119,2025Q3,false
,2025 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,EQUIPMENT,9005,-36128.37,,,,,119,2025Q3,false
,2025 OFFICE OF THE MINORITY LEADER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,80166.68,24166.66,,,,,119,2025Q3,false
,2025 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,1819829.34,620663.85,,,,,119,2025Q3,false
,2025 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,TRAVEL,11168.2,7268.8,,,,,119,2025Q3,false
,2025 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,13433.7,4749.38,,,,,119,2025Q3,false
,2025 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,1588.4,213,,,,,119,2025Q3,false
,2025 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,OTHER SERVICES,52046.6,17524.99,,,,,119,2025Q3,false
,2025 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,217453.59,65717.89,,,,,119,2025Q3,false
,2025 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,EQUIPMENT,40077.27,16475.27,,,,,119,2025Q3,false
,2025 OFFICE OF THE MAJORITY WHIP,INTERN ALLOWANCES,PERSONNEL COMPENSATION,38266.66,11533.31,,,,,119,2025Q3,false
