bioguide_id,organization,program,description,ytd_amount,qtd_amount,member_name,party,state,district,congress,quarter_label,is_member
,2022 OFFICE OF THE SPEAKER,OFFICIAL EXPENSES - LEADERSHIP,SUPPLIES AND MATERIALS,25290.21,22196.7,,,,,117,2022Q3,false
,2022 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,FRANKED MAIL,592.98,0,,,,,117,2022Q3,false
,2022 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,5617793.23,1826939.78,,,,,117,2022Q3,false
,2022 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,TRAVEL,78092.29,21628.6,,,,,117,2022Q3,false
,2022 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,106150.13,32794.98,,,,,117,2022Q3,false
,2022 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,98337.81,45363.87,,,,,117,2022Q3,false
,2022 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,OTHER SERVICES,2546.15,0,,,,,117,2022Q3,false
,2022 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,158630.33,50068.63,,,,,117,2022Q3,false
,2022 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,EQUIPMENT,25389.9,9185.64,,,,,117,2022Q3,false
,2022 OFFICE OF THE SPEAKER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,43400,15224,,,,,117,2022Q3,false
,2022 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,2295742.22,806009.23,,,,,117,2022Q3,false
,2022 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,TRAVEL,1100.45,673.31,,,,,117,2022Q3,false
,2022 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,30.87,0,,,,,117,2022Q3,false
,2022 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,382.8,123.6,,,,,117,2022Q3,false
,2022 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,OTHER SERVICES,3538.68,0,,,,,117,2022Q3,false
,2022 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,3604.82,566.8,,,,,117,2022Q3,false
,2022 OFFICE OF THE MAJORITY LEADER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,23280.88,11556,,,,,117,2022Q3,false
,2022 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,3850984.43,1276475,,,,,117,2022Q3,false
,2022 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,TRAVEL,28992.51,9667.39,,,,,117,2022Q3,false
,2022 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,27705.67,10739.38,,,,,117,2022Q3,false
,2022 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,5796.87,5419.87,,,,,117,2022Q3,false
,2022 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,OTHER SERVICES,122134.1,86344.74,,,,,117,2022Q3,false
,2022 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,74881.32,37314.18,,,,,117,2022Q3,false
,2022 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,EQUIPMENT,76620.54,24390.56,,,,,117,2022Q3,false
,2022 OFFICE OF THE MINORITY LEADER,REPUBLICAN POLICY COMMITTEE,PERSONNEL COMPENSATION,55833.33,18750,,,,,117,2022Q3,false
,2022 OFFICE OF THE MINORITY LEADER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,34333.34,13966.67,,,,,117,2022Q3,false
,2022 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,1328437.41,454530.53,,,,,117,2022Q3,false
,2022 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,TRAVEL,5587.15,1027.5,,,,,117,2022Q3,false
,2022 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,14782.73,5901.19,,,,,117,2022Q3,false
,2022 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,484.3,411,,,,,117,2022Q3,false
,2022 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,OTHER SERVICES,21997.67,7281.89,,,,,117,2022Q3,false
,2022 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,107464.63,43501.7,,,,,117,2022Q3,false
,2022 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,EQUIPMENT,13310.04,1065,,,,,117,2022Q3,false
,2022 OFFICE OF THE MAJORITY WHIP,INTERN ALLOWANCES,PERSONNEL COMPENSATION,15444.45,12877.78,,,,,117,2022Q3,false
,2022 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,1563860.38,595719.48,,,,,117,2022Q3,false
,2022 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,TRAVEL,6838.65,281.2,,,,,117,2022Q3,false
,2022 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,47004.98,19746.14,,,,,117,2022Q3,false
,2022 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,260.6,219.1,,,,,117,2022Q3,false
,2022 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,OTHER SERVICES,10435.5,751.39,,,,,117,2022Q3,false
,2022 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,11487.25,4516.62,,,,,117,2022Q3,false
,2022 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,EQUIPMENT,16280.27,9287.78,,,,,117,2022Q3,false
,2022 OFFICE OF THE MINORITY WHIP,INTERN ALLOWANCES,PERSONNEL COMPENSATION,20001.41,11018.05,,,,,117,2022Q3,false
