bioguide_id,organization,program,description,ytd_amount,qtd_amount,member_name,party,state,district,congress,quarter_label,is_member
,2016 OFFICE OF THE SPEAKER,OFFICIAL EXPENSES - LEADERSHIP,SUPPLIES AND MATERIALS,783.14,0,,,,,114,2016Q4,false
,2016 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,5885015.52,1544317.39,,,,,114,2016Q4,false
,2016 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,TRAVEL,4924.79,306.23,,,,,114,2016Q4,false
,2016 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,8917.78,8622.5,,,,,114,2016Q4,false
,2016 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,1670.6,396.7,,,,,114,2016Q4,false
,2016 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,OTHER SERVICES,25505.77,5047.81,,,,,114,2016Q4,false
,2016 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,173150.71,51664.97,,,,,114,2016Q4,false
,2016 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,2086525,558375,,,,,114,2016Q4,false
,2016 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,TRAVEL,1452.21,70.03,,,,,114,2016Q4,false
,2016 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,1651.39,1112.34,,,,,114,2016Q4,false
,2016 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,1681.81,282.8,,,,,114,2016Q4,false
,2016 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,35605.99,5673.71,,,,,114,2016Q4,false
,2016 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,EQUIPMENT,3500,0,,,,,114,2016Q4,false
,2016 OFFICE OF THE MINORITY LEADER,OFFICIAL EXPENSES - LEADERSHIP,PERSONNEL BENEFITS,3114,0,,,,,114,2016Q4,false
,2016 OFFICE OF THE MINORITY LEADER,OFFICIAL EXPENSES - LEADERSHIP,SUPPLIES AND MATERIALS,5335.92,0,,,,,114,2016Q4,false
,2016 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,5599087,1503502.73,,,,,114,2016Q4,false
,2016 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,TRAVEL,69532.25,25923.11,,,,,114,2016Q4,false
,2016 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,1483.76,510.47,,,,,114,2016Q4,false
,2016 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,13337.16,3531.41,,,,,114,2016Q4,false
,2016 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,OTHER SERVICES,93658,24384,,,,,114,2016Q4,false
,2016 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,146381.18,58929.67,,,,,114,2016Q4,false
,2016 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,1766608.61,483441.54,,,,,114,2016Q4,false
,2016 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,TRAVEL,15123.67,1028.04,,,,,114,2016Q4,false
,2016 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,28.45,0,,,,,114,2016Q4,false
,2016 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,39609.36,26348.24,,,,,114,2016Q4,false
,2016 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,2249037.73,584808.72,,,,,114,2016Q4,false
,2016 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,TRAVEL,1039.88,368.81,,,,,114,2016Q4,false
,2016 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,271.36,248.41,,,,,114,2016Q4,false
,2016 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,38.85,25.9,,,,,114,2016Q4,false
,2016 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,OTHER SERVICES,74.01,0,,,,,114,2016Q4,false
,2016 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,169.79,0,,,,,114,2016Q4,false
,2016 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,1334669.37,411789.79,,,,,114,2016Q4,false
,2016 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,TRAVEL,3496.73,89.65,,,,,114,2016Q4,false
,2016 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,1153.78,0,,,,,114,2016Q4,false
,2016 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,279.16,179.16,,,,,114,2016Q4,false
,2016 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,OTHER SERVICES,1154.11,230.5,,,,,114,2016Q4,false
,2016 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,71340.45,13321.45,,,,,114,2016Q4,false
,2016 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,1266429.12,346522.95,,,,,114,2016Q4,false
,2016 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,TRAVEL,12116.73,3897.2,,,,,114,2016Q4,false
,2016 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,8927.29,1997.5,,,,,114,2016Q4,false
,2016 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,25854.39,6117.42,,,,,114,2016Q4,false
,2016 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,OTHER SERVICES,41150,0,,,,,114,2016Q4,false
,2016 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,108215.56,32302.78,,,,,114,2016Q4,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,14809205.15,14809205.15,,,,,114,2016Q4,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,PRINTING AND REPRODUCTION,62.5,62.5,,,,,114,2016Q4,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,OTHER SERVICES,15,15,,,,,114,2016Q4,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,TRADITIONAL FURNITURE,SUPPLIES AND MATERIALS,20955.6,20955.6,,,,,114,2016Q4,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,TRADITIONAL FURNITURE,EQUIPMENT,5215.67,5215.67,,,,,114,2016Q4,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,TRAVEL,16588.25,16588.25,,,,,114,2016Q4,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,RENT COMMUNICATION UTILITIES,163080.13,163080.13,,,,,114,2016Q4,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,PRINTING AND REPRODUCTION,9225.29,9225.29,,,,,114,2016Q4,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,OTHER SERVICES,24986.41,24986.41,,,,,114,2016Q4,false
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,SUPPLIES AND MATERIALS,132383.37,132383.37,,,,,114,2016Q4,false
