bioguide_id,organization,program,description,ytd_amount,qtd_amount,member_name,party,state,district,congress,quarter_label,is_member
,2024 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,5497261.58,1775894.13,,,,,118,2024Q3,false
,2024 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,TRAVEL,46558.83,20700.11,,,,,118,2024Q3,false
,2024 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,51618.6,19023.88,,,,,118,2024Q3,false
,2024 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,7303.61,1795.3,,,,,118,2024Q3,false
,2024 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,OTHER SERVICES,149840.35,53419.47,,,,,118,2024Q3,false
,2024 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,363821.62,152513.79,,,,,118,2024Q3,false
,2024 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,EQUIPMENT,36285.11,16196.26,,,,,118,2024Q3,false
,2024 OFFICE OF THE SPEAKER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,87289,24740.25,,,,,118,2024Q3,false
,2024 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,2397442.05,820863.84,,,,,118,2024Q3,false
,2024 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,TRAVEL,8475.2,7103.66,,,,,118,2024Q3,false
,2024 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,63784.84,20283.4,,,,,118,2024Q3,false
,2024 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,13.3,0,,,,,118,2024Q3,false
,2024 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,OTHER SERVICES,14229.17,9749.98,,,,,118,2024Q3,false
