bioguide_id,organization,program,description,ytd_amount,qtd_amount,member_name,party,state,district,congress,quarter_label,is_member
,2016 OFFICE OF THE SPEAKER,OFFICIAL EXPENSES - LEADERSHIP,SUPPLIES AND MATERIALS,380,0,,,,,114,2016Q2,false
,2016 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,2870141.99,1470009.32,,,,,114,2016Q2,false
,2016 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,TRAVEL,150.12,102.85,,,,,114,2016Q2,false
,2016 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,197.75,95.1,,,,,114,2016Q2,false
,2016 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,1002.9,200.7,,,,,114,2016Q2,false
,2016 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,OTHER SERVICES,2576.71,0,,,,,114,2016Q2,false
,2016 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,50819.25,24483.71,,,,,114,2016Q2,false
,2016 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,EQUIPMENT,148.03,32.49,,,,,114,2016Q2,false
,2016 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,998025,511875,,,,,114,2016Q2,false
,2016 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,TRAVEL,1382.18,1382.18,,,,,114,2016Q2,false
,2016 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,109.6,109.6,,,,,114,2016Q2,false
,2016 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,902.61,49.3,,,,,114,2016Q2,false
,2016 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,OTHER SERVICES,2250,2250,,,,,114,2016Q2,false
,2016 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,21992.3,17163.69,,,,,114,2016Q2,false
,2016 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,2725601.36,1396573.72,,,,,114,2016Q2,false
,2016 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,TRAVEL,31150.05,20274.95,,,,,114,2016Q2,false
,2016 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,548.51,346.98,,,,,114,2016Q2,false
,2016 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,2401.58,1537.2,,,,,114,2016Q2,false
,2016 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,OTHER SERVICES,44890,29634,,,,,114,2016Q2,false
,2016 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,60903.76,44585.35,,,,,114,2016Q2,false
,2016 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,849697.79,419953.17,,,,,114,2016Q2,false
,2016 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,TRAVEL,11059.39,10425.33,,,,,114,2016Q2,false
,2016 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,13.5,13.5,,,,,114,2016Q2,false
,2016 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,10485.88,169.1,,,,,114,2016Q2,false
,2016 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,1101695.61,563806.95,,,,,114,2016Q2,false
,2016 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,TRAVEL,572.74,330,,,,,114,2016Q2,false
,2016 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,22.95,6.45,,,,,114,2016Q2,false
,2016 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,OTHER SERVICES,74.01,0,,,,,114,2016Q2,false
,2016 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,169.79,0,,,,,114,2016Q2,false
,2016 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,617178.24,306692.73,,,,,114,2016Q2,false
,2016 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,TRAVEL,2609.58,39.09,,,,,114,2016Q2,false
,2016 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,968.84,968.84,,,,,114,2016Q2,false
,2016 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,100,100,,,,,114,2016Q2,false
,2016 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,OTHER SERVICES,307.9,83.96,,,,,114,2016Q2,false
,2016 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,41815.64,28742.23,,,,,114,2016Q2,false
,2016 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,612326.37,293544.66,,,,,114,2016Q2,false
,2016 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,TRAVEL,4492.91,821.13,,,,,114,2016Q2,false
,2016 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,1932.15,1932.15,,,,,114,2016Q2,false
