bioguide_id,organization,program,description,ytd_amount,qtd_amount,member_name,party,state,district,congress,quarter_label,is_member
,2016 OFFICE OF THE SPEAKER,OFFICIAL EXPENSES - LEADERSHIP,SUPPLIES AND MATERIALS,783.14,403.14,,,,,114,2016Q3,false
,2016 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,4340698.13,1470556.14,,,,,114,2016Q3,false
,2016 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,TRAVEL,4618.56,4468.44,,,,,114,2016Q3,false
,2016 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,295.28,97.53,,,,,114,2016Q3,false
,2016 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,1273.9,271,,,,,114,2016Q3,false
,2016 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,OTHER SERVICES,20457.96,17881.25,,,,,114,2016Q3,false
,2016 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,121485.74,70666.49,,,,,114,2016Q3,false
,2016 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,EQUIPMENT,0,-148.03,,,,,114,2016Q3,false
,2016 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,1528150,530125,,,,,114,2016Q3,false
,2016 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,TRAVEL,1382.18,0,,,,,114,2016Q3,false
,2016 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,539.05,429.45,,,,,114,2016Q3,false
,2016 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,1399.01,496.4,,,,,114,2016Q3,false
,2016 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,OTHER SERVICES,0,-2250,,,,,114,2016Q3,false
,2016 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,29932.28,7939.98,,,,,114,2016Q3,false
,2016 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,EQUIPMENT,3500,3500,,,,,114,2016Q3,false
,2016 OFFICE OF THE MINORITY LEADER,OFFICIAL EXPENSES - LEADERSHIP,PERSONNEL BENEFITS,3114,3114,,,,,114,2016Q3,false
,2016 OFFICE OF THE MINORITY LEADER,OFFICIAL EXPENSES - LEADERSHIP,SUPPLIES AND MATERIALS,5335.92,5335.92,,,,,114,2016Q3,false
