bioguide_id,organization,program,description,ytd_amount,qtd_amount,member_name,party,state,district,congress,quarter_label,is_member
,2022 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,FRANKED MAIL,432.72,432.72,,,,,117,2022Q1,false
,2022 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,1724893.95,1724893.95,,,,,117,2022Q1,false
,2022 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,TRAVEL,6002.01,6002.01,,,,,117,2022Q1,false
,2022 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,30723.45,30723.45,,,,,117,2022Q1,false
,2022 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,20397.6,20397.6,,,,,117,2022Q1,false
,2022 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,OTHER SERVICES,690.12,690.12,,,,,117,2022Q1,false
,2022 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,49160.41,49160.41,,,,,117,2022Q1,false
,2022 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,EQUIPMENT,3027,3027,,,,,117,2022Q1,false
,2022 OFFICE OF THE SPEAKER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,15432,15432,,,,,117,2022Q1,false
,2022 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,691844.98,691844.98,,,,,117,2022Q1,false
,2022 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,20,20,,,,,117,2022Q1,false
,2022 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,OTHER SERVICES,2370,2370,,,,,117,2022Q1,false
,2022 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,133.7,133.7,,,,,117,2022Q1,false
,2022 OFFICE OF THE MAJORITY LEADER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,6743.77,6743.77,,,,,117,2022Q1,false
,2022 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,1271101.11,1271101.11,,,,,117,2022Q1,false
,2022 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,TRAVEL,2902.06,2902.06,,,,,117,2022Q1,false
,2022 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,6093.45,6093.45,,,,,117,2022Q1,false
,2022 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,119,119,,,,,117,2022Q1,false
,2022 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,OTHER SERVICES,18925.07,18925.07,,,,,117,2022Q1,false
