bioguide_id,organization,program,description,ytd_amount,qtd_amount,member_name,party,state,district,congress,quarter_label,is_member
,2023 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,1562007.79,1562007.79,,,,,118,2023Q1,false
,2023 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,TRAVEL,15276.98,15276.98,,,,,118,2023Q1,false
,2023 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,9643.96,9643.96,,,,,118,2023Q1,false
,2023 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,30875.43,30875.43,,,,,118,2023Q1,false
,2023 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,OTHER SERVICES,31310.56,31310.56,,,,,118,2023Q1,false
,2023 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,40590.74,40590.74,,,,,118,2023Q1,false
,2023 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,EQUIPMENT,90327.71,90327.71,,,,,118,2023Q1,false
,2023 OFFICE OF THE SPEAKER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,11191.67,11191.67,,,,,118,2023Q1,false
,2023 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,768700.59,768700.59,,,,,118,2023Q1,false
,2023 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,TRAVEL,495.8,495.8,,,,,118,2023Q1,false
,2023 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,15823.07,15823.07,,,,,118,2023Q1,false
,2023 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,865.7,865.7,,,,,118,2023Q1,false
,2023 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,OTHER SERVICES,20250,20250,,,,,118,2023Q1,false
,2023 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,6264.03,6264.03,,,,,118,2023Q1,false
,2023 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,EQUIPMENT,16232.94,16232.94,,,,,118,2023Q1,false
,2023 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,1412224.46,1412224.46,,,,,118,2023Q1,false
,2023 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,TRAVEL,4233.48,4233.48,,,,,118,2023Q1,false
,2023 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,31646.71,31646.71,,,,,118,2023Q1,false
,2023 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,3177,3177,,,,,118,2023Q1,false
,2023 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,OTHER SERVICES,25660.54,25660.54,,,,,118,2023Q1,false
,2023 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,84375.03,84375.03,,,,,118,2023Q1,false
,2023 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,EQUIPMENT,39344.32,39344.32,,,,,118,2023Q1,false
