bioguide_id,organization,program,description,ytd_amount,qtd_amount,member_name,party,state,district,congress,quarter_label,is_member
,2021 OFFICE OF THE SPEAKER,OFFICIAL EXPENSES - LEADERSHIP,SUPPLIES AND MATERIALS,22673.79,682.79,,,,,117,2021Q3,false
,2021 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,5081234.3,1710135.31,,,,,117,2021Q3,false
,2021 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,TRAVEL,15588.84,13424.17,,,,,117,2021Q3,false
,2021 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,97056.79,35520.73,,,,,117,2021Q3,false
,2021 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,22616.1,18165.68,,,,,117,2021Q3,false
,2021 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,OTHER SERVICES,116639,38607,,,,,117,2021Q3,false
,2021 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,115095.56,52449.33,,,,,117,2021Q3,false
,2021 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,EQUIPMENT,63363.67,44499.13,,,,,117,2021Q3,false
,2021 OFFICE OF THE SPEAKER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,25043,12338,,,,,117,2021Q3,false
,2021 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,1974446.63,699641.78,,,,,117,2021Q3,false
,2021 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,TRAVEL,794.79,40.57,,,,,117,2021Q3,false
,2021 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,788.13,86.65,,,,,117,2021Q3,false
,2021 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,3688.1,2373,,,,,117,2021Q3,false
,2021 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,OTHER SERVICES,4585,0,,,,,117,2021Q3,false
,2021 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,13486.77,765.52,,,,,117,2021Q3,false
,2021 OFFICE OF THE MAJORITY LEADER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,27753.36,10053.36,,,,,117,2021Q3,false
,2021 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,3395700.58,1197741.68,,,,,117,2021Q3,false
,2021 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,TRAVEL,13638.68,4980.61,,,,,117,2021Q3,false
,2021 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,38630.68,9709.44,,,,,117,2021Q3,false
,2021 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,19378.41,5900.8,,,,,117,2021Q3,false
,2021 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,OTHER SERVICES,88531.93,40814.8,,,,,117,2021Q3,false
,2021 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,79880.97,24769.6,,,,,117,2021Q3,false
,2021 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,EQUIPMENT,75056.07,26742.7,,,,,117,2021Q3,false
,2021 OFFICE OF THE MINORITY LEADER,REPUBLICAN POLICY COMMITTEE,PERSONNEL COMPENSATION,54433.33,18750,,,,,117,2021Q3,false
,2021 OFFICE OF THE MINORITY LEADER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,56033.34,8333.33,,,,,117,2021Q3,false
,2021 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,1232154.29,406573.63,,,,,117,2021Q3,false
,2021 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,12084.27,4719.4,,,,,117,2021Q3,false
,2021 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,1230.5,975.1,,,,,117,2021Q3,false
,2021 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,OTHER SERVICES,55489.94,31294.94,,,,,117,2021Q3,false
,2021 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,47755.28,27685.51,,,,,117,2021Q3,false
,2021 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,EQUIPMENT,24105.83,7456.76,,,,,117,2021Q3,false
,2021 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,FRANKED MAIL,186.15,0,,,,,117,2021Q3,false
,2021 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,1400051.16,480692.62,,,,,117,2021Q3,false
,2021 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,TRAVEL,11377.14,603.79,,,,,117,2021Q3,false
,2021 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,31496.01,11874.19,,,,,117,2021Q3,false
,2021 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,6607.28,3125.2,,,,,117,2021Q3,false
,2021 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,OTHER SERVICES,75021.08,22642.56,,,,,117,2021Q3,false
,2021 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,14849.45,2634.56,,,,,117,2021Q3,false
,2021 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,EQUIPMENT,4075.29,1121.29,,,,,117,2021Q3,false
,2021 OFFICE OF THE MINORITY WHIP,INTERN ALLOWANCES,PERSONNEL COMPENSATION,4166.65,3799.98,,,,,117,2021Q3,false
,2021 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,1192084.25,419673.65,,,,,117,2021Q3,false
,2021 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,TRAVEL,8101.07,2061.26,,,,,117,2021Q3,false
,2021 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,74395.75,12364.6,,,,,117,2021Q3,false
,2021 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,683.8,0,,,,,117,2021Q3,false
,2021 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,OTHER SERVICES,60706.32,417.33,,,,,117,2021Q3,false
,2021 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,162212.74,49337.46,,,,,117,2021Q3,false
,2021 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,EQUIPMENT,43660.11,13650.65,,,,,117,2021Q3,false
,2021 DEMOCRATIC CAUCUS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,23042.86,10969.4,,,,,117,2021Q3,false
,2021 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,1141051.87,365186.94,,,,,117,2021Q3,false
,2021 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,TRAVEL,32,32,,,,,117,2021Q3,false
,2021 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,42000.97,15081.32,,,,,117,2021Q3,false
,2021 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,10253.5,9915.5,,,,,117,2021Q3,false
,2021 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,OTHER SERVICES,13810.04,6919.39,,,,,117,2021Q3,false
,2021 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,51143.86,22641.62,,,,,117,2021Q3,false
