bioguide_id,organization,program,description,ytd_amount,qtd_amount,member_name,party,state,district,congress,quarter_label,is_member
,2018 OFFICE OF THE SPEAKER,OFFICIAL EXPENSES - LEADERSHIP,OTHER SERVICES,362,362,,,,,115,2018Q2,false
,2018 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,FRANKED MAIL,133.07,133.07,,,,,115,2018Q2,false
,2018 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,2693406.02,1255464.71,,,,,115,2018Q2,false
,2018 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,TRAVEL,6684.98,4903.05,,,,,115,2018Q2,false
,2018 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,8503.68,6906.58,,,,,115,2018Q2,false
,2018 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,1862.85,1211.25,,,,,115,2018Q2,false
,2018 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,OTHER SERVICES,24059.95,20397.33,,,,,115,2018Q2,false
,2018 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,80516.23,41109.35,,,,,115,2018Q2,false
,2018 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,EQUIPMENT,4373,4373,,,,,115,2018Q2,false
,2018 OFFICE OF THE SPEAKER,CONFERENCE SECRETARY,PERSONNEL COMPENSATION,24999.99,24999.99,,,,,115,2018Q2,false
,2018 OFFICE OF THE SPEAKER,NRCC,PERSONNEL COMPENSATION,24999.99,24999.99,,,,,115,2018Q2,false
,2018 OFFICE OF THE SPEAKER,CONFERENCE VICE CHAIR,PERSONNEL COMPENSATION,24999.99,24999.99,,,,,115,2018Q2,false
,2018 OFFICE OF THE SPEAKER,REPUBLICAN POLICY COMMITTEE,PERSONNEL COMPENSATION,37400.01,37400.01,,,,,115,2018Q2,false
,2018 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,994180.04,529757.79,,,,,115,2018Q2,false
,2018 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,TRAVEL,2206.77,564.65,,,,,115,2018Q2,false
,2018 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,7267.36,7169.36,,,,,115,2018Q2,false
,2018 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,214.7,169.8,,,,,115,2018Q2,false
,2018 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,OTHER SERVICES,9050,7880,,,,,115,2018Q2,false
,2018 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,23732.03,16637.83,,,,,115,2018Q2,false
,2018 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,EQUIPMENT,276.4,276.4,,,,,115,2018Q2,false
,2018 OFFICE OF THE MINORITY LEADER,OFFICIAL EXPENSES - LEADERSHIP,SUPPLIES AND MATERIALS,8821.05,8821.05,,,,,115,2018Q2,false
,2018 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,FRANKED MAIL,5.15,5.15,,,,,115,2018Q2,false
,2018 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,2813150.97,1439612.67,,,,,115,2018Q2,false
,2018 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,TRAVEL,28513.7,20691.61,,,,,115,2018Q2,false
,2018 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,10055.61,10036.36,,,,,115,2018Q2,false
,2018 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,29808.33,21668.19,,,,,115,2018Q2,false
,2018 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,OTHER SERVICES,54849.71,47191,,,,,115,2018Q2,false
,2018 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,98797.19,53988.29,,,,,115,2018Q2,false
,2018 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,EQUIPMENT,1028.75,1028.75,,,,,115,2018Q2,false
,2018 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,892362.81,483786.01,,,,,115,2018Q2,false
,2018 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,TRAVEL,8111.85,4449.17,,,,,115,2018Q2,false
,2018 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,3734.66,3710.76,,,,,115,2018Q2,false
,2018 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,1440.93,368.95,,,,,115,2018Q2,false
,2018 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,OTHER SERVICES,12125,12125,,,,,115,2018Q2,false
,2018 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,2390.69,1638.82,,,,,115,2018Q2,false
,2018 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,EQUIPMENT,5196,5196,,,,,115,2018Q2,false
,2018 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,1089823.34,551845.49,,,,,115,2018Q2,false
,2018 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,TRAVEL,3323,3323,,,,,115,2018Q2,false
,2018 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,4016.63,4008.28,,,,,115,2018Q2,false
,2018 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,80,0,,,,,115,2018Q2,false
,2018 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,OTHER SERVICES,48737.97,48737.97,,,,,115,2018Q2,false
,2018 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,1151.94,1151.94,,,,,115,2018Q2,false
,2018 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,EQUIPMENT,586.42,586.42,,,,,115,2018Q2,false
,2018 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,665989.66,314183.66,,,,,115,2018Q2,false
,2018 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,TRAVEL,5117.66,281.05,,,,,115,2018Q2,false
,2018 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,4578.68,3984.94,,,,,115,2018Q2,false
,2018 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,352.7,352.7,,,,,115,2018Q2,false
