bioguide_id,organization,program,description,ytd_amount,qtd_amount,member_name,party,state,district,congress,quarter_label,is_member
,2024 OFFICE OF THE SPEAKER,OFFICIAL EXPENSES - LEADERSHIP,SUPPLIES AND MATERIALS,34236.1,34236.1,,,,,118,2024Q4,false
,2024 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,7467964.43,1970702.85,,,,,118,2024Q4,false
,2024 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,TRAVEL,63793.96,17235.13,,,,,118,2024Q4,false
,2024 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,74833.97,23215.37,,,,,118,2024Q4,false
,2024 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,21481.24,14177.63,,,,,118,2024Q4,false
,2024 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,OTHER SERVICES,218579.4,68739.05,,,,,118,2024Q4,false
,2024 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,489114.79,125293.17,,,,,118,2024Q4,false
,2024 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,EQUIPMENT,49671.66,13386.55,,,,,118,2024Q4,false
,2024 OFFICE OF THE SPEAKER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,105606.25,18317.25,,,,,118,2024Q4,false
,2024 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,3323387.85,925945.8,,,,,118,2024Q4,false
,2024 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,TRAVEL,9569.7,1094.5,,,,,118,2024Q4,false
,2024 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,82005.96,18221.12,,,,,118,2024Q4,false
,2024 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,689.74,676.44,,,,,118,2024Q4,false
,2024 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,OTHER SERVICES,21360.1,7130.93,,,,,118,2024Q4,false
,2024 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,16391.18,6822.81,,,,,118,2024Q4,false
,2024 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,EQUIPMENT,60375.85,13251,,,,,118,2024Q4,false
,2024 OFFICE OF THE MAJORITY LEADER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,56134.34,5866.66,,,,,118,2024Q4,false
,2024 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,7384409.12,2186207.23,,,,,118,2024Q4,false
,2024 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,TRAVEL,128882.31,57757.13,,,,,118,2024Q4,false
,2024 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,17692.12,1029.37,,,,,118,2024Q4,false
,2024 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,4384.22,2115.22,,,,,118,2024Q4,false
,2024 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,OTHER SERVICES,71746.28,71271.28,,,,,118,2024Q4,false
,2024 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,397649.52,142310.36,,,,,118,2024Q4,false
,2024 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,EQUIPMENT,34011.01,28755.01,,,,,118,2024Q4,false
,2024 OFFICE OF THE MINORITY LEADER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,123740.23,35333.33,,,,,118,2024Q4,false
,2024 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,2520643.21,753177.25,,,,,118,2024Q4,false
,2024 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,TRAVEL,8210.35,0,,,,,118,2024Q4,false
,2024 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,16012.85,4440.99,,,,,118,2024Q4,false
,2024 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,4482.28,2989.28,,,,,118,2024Q4,false
,2024 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,OTHER SERVICES,5849.91,1574.97,,,,,118,2024Q4,false
,2024 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,198628.71,50174.16,,,,,118,2024Q4,false
,2024 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,EQUIPMENT,69869.39,29175.68,,,,,118,2024Q4,false
,2024 OFFICE OF THE MAJORITY WHIP,INTERN ALLOWANCES,PERSONNEL COMPENSATION,31170.02,7933.34,,,,,118,2024Q4,false
,2024 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,2657176.36,723186.66,,,,,118,2024Q4,false
,2024 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,TRAVEL,10295.5,6126.67,,,,,118,2024Q4,false
,2024 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,25047.21,6566.24,,,,,118,2024Q4,false
,2024 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,306.06,0,,,,,118,2024Q4,false
,2024 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,OTHER SERVICES,13117.5,0,,,,,118,2024Q4,false
,2024 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,4273.52,1408.78,,,,,118,2024Q4,false
,2024 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,EQUIPMENT,2669.64,667.41,,,,,118,2024Q4,false
,2024 OFFICE OF THE MINORITY WHIP,INTERN ALLOWANCES,PERSONNEL COMPENSATION,58291.67,21541.67,,,,,118,2024Q4,false
,2024 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,2182458.26,650623.29,,,,,118,2024Q4,false
,2024 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,TRAVEL,25702.04,6389.17,,,,,118,2024Q4,false
,2024 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,34351.42,10231.95,,,,,118,2024Q4,false
,2024 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,1935.74,102.5,,,,,118,2024Q4,false
,2024 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,OTHER SERVICES,60846,14581.23,,,,,118,2024Q4,false
,2024 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,376428.29,94664.11,,,,,118,2024Q4,false
,2024 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,EQUIPMENT,28722.43,15822.62,,,,,118,2024Q4,false
,2024 DEMOCRATIC CAUCUS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,62326.92,18828,,,,,118,2024Q4,false
,2024 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,2075197,572282.74,,,,,118,2024Q4,false
,2024 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,TRAVEL,5227.1,1116.24,,,,,118,2024Q4,false
,2024 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,71221.07,33419.51,,,,,118,2024Q4,false
,2024 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,4875.42,93.9,,,,,118,2024Q4,false
,2024 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,OTHER SERVICES,203540.53,37261.22,,,,,118,2024Q4,false
,2024 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,285880.26,86424.62,,,,,118,2024Q4,false
,2024 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,EQUIPMENT,73726.13,41575.37,,,,,118,2024Q4,false
,2024 REPUBLICAN CONFERENCE,INTERN ALLOWANCES,PERSONNEL COMPENSATION,48015.21,25255.23,,,,,118,2024Q4,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,23980628.39,23980628.39,,,,,118,2024Q4,false
,FISCAL YEAR 2025 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,TRAVEL,22190.23,22190.23,,,,,118,2024Q4,false
