bioguide_id,organization,program,description,ytd_amount,qtd_amount,member_name,party,state,district,congress,quarter_label,is_member
,2018 OFFICE OF THE SPEAKER,OFFICIAL EXPENSES - LEADERSHIP,OTHER SERVICES,362,0,,,,,115,2018Q4,false
,2018 OFFICE OF THE SPEAKER,OFFICIAL EXPENSES - LEADERSHIP,SUPPLIES AND MATERIALS,475,475,,,,,115,2018Q4,false
,2018 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,FRANKED MAIL,925.03,361.9,,,,,115,2018Q4,false
,2018 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,4890284.11,1021973.84,,,,,115,2018Q4,false
,2018 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,TRAVEL,10353.87,143.95,,,,,115,2018Q4,false
,2018 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,47007.85,18799.53,,,,,115,2018Q4,false
,2018 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,3560.85,1262.35,,,,,115,2018Q4,false
,2018 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,OTHER SERVICES,64704.7,16810.15,,,,,115,2018Q4,false
,2018 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,120839.94,7626.22,,,,,115,2018Q4,false
,2018 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,EQUIPMENT,20388,8296,,,,,115,2018Q4,false
,2018 OFFICE OF THE SPEAKER,CONFERENCE SECRETARY,PERSONNEL COMPENSATION,74999.97,24999.99,,,,,115,2018Q4,false
,2018 OFFICE OF THE SPEAKER,NRCC,PERSONNEL COMPENSATION,66944.42,16944.44,,,,,115,2018Q4,false
,2018 OFFICE OF THE SPEAKER,CONFERENCE VICE CHAIR,PERSONNEL COMPENSATION,74999.97,24999.99,,,,,115,2018Q4,false
,2018 OFFICE OF THE SPEAKER,REPUBLICAN POLICY COMMITTEE,PERSONNEL COMPENSATION,111055.59,35355.57,,,,,115,2018Q4,false
,2018 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,2137480.59,604691.67,,,,,115,2018Q4,false
,2018 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,TRAVEL,8330.2,3485.05,,,,,115,2018Q4,false
,2018 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,44970.34,24510.28,,,,,115,2018Q4,false
,2018 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,1385.23,1080.24,,,,,115,2018Q4,false
,2018 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,OTHER SERVICES,45625.11,17945.11,,,,,115,2018Q4,false
,2018 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,41994.34,6373.87,,,,,115,2018Q4,false
,2018 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,EQUIPMENT,10058.8,953.2,,,,,115,2018Q4,false
,2018 OFFICE OF THE MINORITY LEADER,OFFICIAL EXPENSES - LEADERSHIP,SUPPLIES AND MATERIALS,8821.05,0,,,,,115,2018Q4,false
,2018 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,FRANKED MAIL,6.78,0,,,,,115,2018Q4,false
,2018 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,5859383.25,1597812.39,,,,,115,2018Q4,false
,2018 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,TRAVEL,93278.06,33779.88,,,,,115,2018Q4,false
,2018 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,74821.82,33853.74,,,,,115,2018Q4,false
,2018 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,53958.79,1512.01,,,,,115,2018Q4,false
,2018 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,OTHER SERVICES,182976.37,66290,,,,,115,2018Q4,false
,2018 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,152972.06,20714.64,,,,,115,2018Q4,false
,2018 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,EQUIPMENT,15963.05,4140,,,,,115,2018Q4,false
,2018 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,1941522.66,520226.24,,,,,115,2018Q4,false
,2018 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,TRAVEL,14595.28,2129.93,,,,,115,2018Q4,false
,2018 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,TRANSPORTATION OF THINGS,11,11,,,,,115,2018Q4,false
,2018 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,24952.04,11109.26,,,,,115,2018Q4,false
