bioguide_id,organization,program,description,ytd_amount,qtd_amount,member_name,party,state,district,congress,quarter_label,is_member
,2021 OFFICE OF THE SPEAKER,OFFICIAL EXPENSES - LEADERSHIP,SUPPLIES AND MATERIALS,21991,21991,,,,,117,2021Q2,false
,2021 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,3371098.99,1771877.03,,,,,117,2021Q2,false
,2021 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,TRAVEL,2164.67,2121.42,,,,,117,2021Q2,false
,2021 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,61536.06,38387.33,,,,,117,2021Q2,false
,2021 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,4450.42,1006.4,,,,,117,2021Q2,false
,2021 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,OTHER SERVICES,78032,39775,,,,,117,2021Q2,false
,2021 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,62646.23,48097.86,,,,,117,2021Q2,false
,2021 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,EQUIPMENT,18864.54,15979.8,,,,,117,2021Q2,false
,2021 OFFICE OF THE SPEAKER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,12705,4705,,,,,117,2021Q2,false
,2021 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,1274804.85,668365.19,,,,,117,2021Q2,false
,2021 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,TRAVEL,754.22,727.06,,,,,117,2021Q2,false
,2021 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,701.48,521.91,,,,,117,2021Q2,false
,2021 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,1315.1,1315.1,,,,,117,2021Q2,false
,2021 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,OTHER SERVICES,4585,0,,,,,117,2021Q2,false
,2021 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,12721.25,903.45,,,,,117,2021Q2,false
,2021 OFFICE OF THE MAJORITY LEADER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,17700,11700,,,,,117,2021Q2,false
,2021 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,2197958.9,1132600.01,,,,,117,2021Q2,false
,2021 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,TRAVEL,8658.07,2214.47,,,,,117,2021Q2,false
,2021 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,28921.24,14278.66,,,,,117,2021Q2,false
,2021 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,13477.61,13401.35,,,,,117,2021Q2,false
,2021 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,OTHER SERVICES,47717.13,35298.93,,,,,117,2021Q2,false
,2021 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,55111.37,37874.66,,,,,117,2021Q2,false
,2021 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,EQUIPMENT,48313.37,31644.12,,,,,117,2021Q2,false
,2021 OFFICE OF THE MINORITY LEADER,REPUBLICAN POLICY COMMITTEE,PERSONNEL COMPENSATION,35683.33,18750,,,,,117,2021Q2,false
,2021 OFFICE OF THE MINORITY LEADER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,47700.01,37200.01,,,,,117,2021Q2,false
,2021 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,825580.66,423987.55,,,,,117,2021Q2,false
,2021 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,7364.87,4459.04,,,,,117,2021Q2,false
,2021 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,255.4,95,,,,,117,2021Q2,false
,2021 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,OTHER SERVICES,24195,18510,,,,,117,2021Q2,false
,2021 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,20069.77,9610.72,,,,,117,2021Q2,false
,2021 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,EQUIPMENT,16649.07,8924.56,,,,,117,2021Q2,false
,2021 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,FRANKED MAIL,186.15,186.15,,,,,117,2021Q2,false
,2021 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,919358.54,489403.48,,,,,117,2021Q2,false
,2021 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,TRAVEL,10773.35,10773.35,,,,,117,2021Q2,false
,2021 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,19621.82,12297.63,,,,,117,2021Q2,false
,2021 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,3482.08,3456.68,,,,,117,2021Q2,false
,2021 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,OTHER SERVICES,52378.52,24699.31,,,,,117,2021Q2,false
,2021 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,12214.89,7220.98,,,,,117,2021Q2,false
,2021 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,EQUIPMENT,2954,2366,,,,,117,2021Q2,false
,2021 OFFICE OF THE MINORITY WHIP,INTERN ALLOWANCES,PERSONNEL COMPENSATION,366.67,0,,,,,117,2021Q2,false
,2021 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,772410.6,428522.26,,,,,117,2021Q2,false
,2021 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,TRAVEL,6039.81,5520.84,,,,,117,2021Q2,false
,2021 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,62031.15,35983.09,,,,,117,2021Q2,false
,2021 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,683.8,423.8,,,,,117,2021Q2,false
,2021 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,OTHER SERVICES,60288.99,16436.99,,,,,117,2021Q2,false
,2021 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,112875.28,73356.95,,,,,117,2021Q2,false
,2021 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,EQUIPMENT,30009.46,25545.32,,,,,117,2021Q2,false
,2021 DEMOCRATIC CAUCUS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,12073.46,7858.3,,,,,117,2021Q2,false
,2021 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,775864.93,388205,,,,,117,2021Q2,false
,2021 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,26919.65,13104.81,,,,,117,2021Q2,false
,2021 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,338,0,,,,,117,2021Q2,false
,2021 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,OTHER SERVICES,6890.65,2628.6,,,,,117,2021Q2,false
,2021 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,28502.24,19223.53,,,,,117,2021Q2,false
,2021 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,EQUIPMENT,17102.45,9600.86,,,,,117,2021Q2,false
,2021 REPUBLICAN CONFERENCE,INTERN ALLOWANCES,PERSONNEL COMPENSATION,2220,0,,,,,117,2021Q2,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,56794741.73,19095488.61,,,,,117,2021Q2,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,TRAVEL,18539.39,10115.26,,,,,117,2021Q2,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,TRANSPORTATION OF THINGS,30.58,0,,,,,117,2021Q2,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,RENT COMMUNICATION UTILITIES,687792.84,265409.09,,,,,117,2021Q2,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,PRINTING AND REPRODUCTION,9471.48,2319.62,,,,,117,2021Q2,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,OTHER SERVICES,926434.75,650254.19,,,,,117,2021Q2,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,SUPPLIES AND MATERIALS,911388.5,264085.01,,,,,117,2021Q2,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,EQUIPMENT,571012.29,168889.95,,,,,117,2021Q2,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,CHILD CARE CENTER TRAINING,OTHER SERVICES,24144.29,5722.21,,,,,117,2021Q2,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,CHILD CARE CENTER TRAINING,EQUIPMENT,750,750,,,,,117,2021Q2,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,LIBRARY OF CONGRESS MAILREIMB,RENT COMMUNICATION UTILITIES,559.83,559.83,,,,,117,2021Q2,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,LIBRARY OF CONGRESS MAILREIMB,OTHER SERVICES,1026617.52,684411.68,,,,,117,2021Q2,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,LIBRARY OF CONGRESS MAILREIMB,EQUIPMENT,45685.05,30206.88,,,,,117,2021Q2,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,AOC MAIL IPAC,RENT COMMUNICATION UTILITIES,3625,1767.07,,,,,117,2021Q2,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,AOC MAIL IPAC,OTHER SERVICES,308087.25,154064.96,,,,,117,2021Q2,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,AOC MAIL IPAC,EQUIPMENT,20224.17,6779.76,,,,,117,2021Q2,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,CAO SAFETY PROGRAM,OTHER SERVICES,9549.25,1589.25,,,,,117,2021Q2,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,CAO SAFETY PROGRAM,SUPPLIES AND MATERIALS,2124.36,793.17,,,,,117,2021Q2,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL STAFF ACADEMY,RENT COMMUNICATION UTILITIES,245.56,18.14,,,,,117,2021Q2,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL STAFF ACADEMY,OTHER SERVICES,63481.15,63481.15,,,,,117,2021Q2,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL STAFF ACADEMY,SUPPLIES AND MATERIALS,3393.5,2986.54,,,,,117,2021Q2,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL STAFF ACADEMY,EQUIPMENT,31564.93,27439.73,,,,,117,2021Q2,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,WEB SOLUTIONS,OTHER SERVICES,451621.08,242274.34,,,,,117,2021Q2,false
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,WEB SOLUTIONS,SUPPLIES AND MATERIALS,1666,1308.5,,,,,117,2021Q2,false
