bioguide_id,organization,program,description,ytd_amount,qtd_amount,member_name,party,state,district,congress,quarter_label,is_member
,2020 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,FRANKED MAIL,127.16,127.16,,,,,116,2020Q1,false
,2020 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,1605207.51,1605207.51,,,,,116,2020Q1,false
,2020 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,TRAVEL,12204.88,12204.88,,,,,116,2020Q1,false
,2020 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,20008,20008,,,,,116,2020Q1,false
,2020 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,7203.98,7203.98,,,,,116,2020Q1,false
,2020 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,OTHER SERVICES,4609.88,4609.88,,,,,116,2020Q1,false
,2020 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,70922.84,70922.84,,,,,116,2020Q1,false
,2020 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,EQUIPMENT,3807.47,3807.47,,,,,116,2020Q1,false
,2020 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,616240.34,616240.34,,,,,116,2020Q1,false
,2020 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,5344.47,5344.47,,,,,116,2020Q1,false
,2020 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,901.94,901.94,,,,,116,2020Q1,false
,2020 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,OTHER SERVICES,19163.89,19163.89,,,,,116,2020Q1,false
,2020 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,4711.83,4711.83,,,,,116,2020Q1,false
,2020 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,EQUIPMENT,5929,5929,,,,,116,2020Q1,false
,2020 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,984525.6,984525.6,,,,,116,2020Q1,false
,2020 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,TRAVEL,63.31,63.31,,,,,116,2020Q1,false
,2020 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,9540.64,9540.64,,,,,116,2020Q1,false
,2020 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,6104.47,6104.47,,,,,116,2020Q1,false
,2020 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,OTHER SERVICES,36812.88,36812.88,,,,,116,2020Q1,false
,2020 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,21136.15,21136.15,,,,,116,2020Q1,false
,2020 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,EQUIPMENT,9201.2,9201.2,,,,,116,2020Q1,false
,2020 OFFICE OF THE MINORITY LEADER,CONFERENCE SECRETARY,PERSONNEL COMPENSATION,24933.33,24933.33,,,,,116,2020Q1,false
,2020 OFFICE OF THE MINORITY LEADER,CONFERENCE VICE CHAIR,PERSONNEL COMPENSATION,7933.33,7933.33,,,,,116,2020Q1,false
,2020 OFFICE OF THE MINORITY LEADER,REPUBLICAN POLICY COMMITTEE,PERSONNEL COMPENSATION,49866.66,49866.66,,,,,116,2020Q1,false
,2020 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,432761.16,432761.16,,,,,116,2020Q1,false
,2020 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,TRAVEL,124.3,124.3,,,,,116,2020Q1,false
,2020 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,3693.12,3693.12,,,,,116,2020Q1,false
,2020 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,197.15,197.15,,,,,116,2020Q1,false
