bioguide_id,organization,program,description,ytd_amount,qtd_amount,member_name,party,state,district,congress,quarter_label,is_member
,2024 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,1888189.6,1888189.6,,,,,118,2024Q1,false
,2024 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,TRAVEL,9632.48,9632.48,,,,,118,2024Q1,false
,2024 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,15351.96,15351.96,,,,,118,2024Q1,false
,2024 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,3413.1,3413.1,,,,,118,2024Q1,false
,2024 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,OTHER SERVICES,36872.38,36872.38,,,,,118,2024Q1,false
,2024 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,47143.8,47143.8,,,,,118,2024Q1,false
,2024 OFFICE OF THE SPEAKER,GENERAL EXPENDITURES,EQUIPMENT,19215.85,19215.85,,,,,118,2024Q1,false
,2024 OFFICE OF THE SPEAKER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,39240,39240,,,,,118,2024Q1,false
,2024 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,754200.5,754200.5,,,,,118,2024Q1,false
,2024 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,TRAVEL,283.13,283.13,,,,,118,2024Q1,false
,2024 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,19279.59,19279.59,,,,,118,2024Q1,false
,2024 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,OTHER SERVICES,3518.88,3518.88,,,,,118,2024Q1,false
,2024 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,1973.21,1973.21,,,,,118,2024Q1,false
,2024 OFFICE OF THE MAJORITY LEADER,GENERAL EXPENDITURES,EQUIPMENT,6523,6523,,,,,118,2024Q1,false
,2024 OFFICE OF THE MAJORITY LEADER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,700,700,,,,,118,2024Q1,false
,2024 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,1696707.62,1696707.62,,,,,118,2024Q1,false
,2024 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,TRAVEL,22705.06,22705.06,,,,,118,2024Q1,false
,2024 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,26327.15,26327.15,,,,,118,2024Q1,false
,2024 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,668.82,668.82,,,,,118,2024Q1,false
,2024 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,OTHER SERVICES,4496.19,4496.19,,,,,118,2024Q1,false
,2024 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,61052.71,61052.71,,,,,118,2024Q1,false
,2024 OFFICE OF THE MINORITY LEADER,GENERAL EXPENDITURES,EQUIPMENT,24960,24960,,,,,118,2024Q1,false
,2024 OFFICE OF THE MINORITY LEADER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,32106.67,32106.67,,,,,118,2024Q1,false
,2024 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,580124.41,580124.41,,,,,118,2024Q1,false
,2024 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,TRAVEL,24.86,24.86,,,,,118,2024Q1,false
,2024 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,2756.86,2756.86,,,,,118,2024Q1,false
,2024 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,OTHER SERVICES,1124.98,1124.98,,,,,118,2024Q1,false
,2024 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,36368.9,36368.9,,,,,118,2024Q1,false
,2024 OFFICE OF THE MAJORITY WHIP,GENERAL EXPENDITURES,EQUIPMENT,11495.86,11495.86,,,,,118,2024Q1,false
,2024 OFFICE OF THE MAJORITY WHIP,INTERN ALLOWANCES,PERSONNEL COMPENSATION,4040,4040,,,,,118,2024Q1,false
,2024 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,641058.04,641058.04,,,,,118,2024Q1,false
,2024 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,TRAVEL,1646.45,1646.45,,,,,118,2024Q1,false
,2024 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,5228,5228,,,,,118,2024Q1,false
,2024 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,236.55,236.55,,,,,118,2024Q1,false
,2024 OFFICE OF THE MINORITY WHIP,GENERAL EXPENDITURES,EQUIPMENT,667.41,667.41,,,,,118,2024Q1,false
,2024 OFFICE OF THE MINORITY WHIP,INTERN ALLOWANCES,PERSONNEL COMPENSATION,16625,16625,,,,,118,2024Q1,false
,2024 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,516556.28,516556.28,,,,,118,2024Q1,false
,2024 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,TRAVEL,7750.17,7750.17,,,,,118,2024Q1,false
,2024 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,5155.49,5155.49,,,,,118,2024Q1,false
,2024 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,20,20,,,,,118,2024Q1,false
,2024 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,OTHER SERVICES,1684.66,1684.66,,,,,118,2024Q1,false
,2024 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,33500.38,33500.38,,,,,118,2024Q1,false
,2024 DEMOCRATIC CAUCUS,GENERAL EXPENDITURES,EQUIPMENT,1720,1720,,,,,118,2024Q1,false
,2024 DEMOCRATIC CAUCUS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,17062.92,17062.92,,,,,118,2024Q1,false
,2024 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,466103.26,466103.26,,,,,118,2024Q1,false
,2024 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,TRAVEL,1258.12,1258.12,,,,,118,2024Q1,false
,2024 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,RENT COMMUNICATION UTILITIES,5227.17,5227.17,,,,,118,2024Q1,false
,2024 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,221.5,221.5,,,,,118,2024Q1,false
,2024 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,OTHER SERVICES,26159.85,26159.85,,,,,118,2024Q1,false
,2024 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,50522.59,50522.59,,,,,118,2024Q1,false
,2024 REPUBLICAN CONFERENCE,GENERAL EXPENDITURES,EQUIPMENT,8332.85,8332.85,,,,,118,2024Q1,false
,2024 REPUBLICAN CONFERENCE,INTERN ALLOWANCES,PERSONNEL COMPENSATION,6266.67,6266.67,,,,,118,2024Q1,false
,FISCAL YEAR 2024 CHIEF ADMIN OFCR OF THE HOUSE,SALARIES OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,45690754.44,23430128.03,,,,,118,2024Q1,false
,FISCAL YEAR 2024 CHIEF ADMIN OFCR OF THE HOUSE,NEW MEMBER FURNITURE PROGRAM,TRANSPORTATION OF THINGS,595,0,,,,,118,2024Q1,false
,FISCAL YEAR 2024 CHIEF ADMIN OFCR OF THE HOUSE,NEW MEMBER FURNITURE PROGRAM,SUPPLIES AND MATERIALS,4625.79,4625.79,,,,,118,2024Q1,false
,FISCAL YEAR 2024 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,TRAVEL,144763.13,77874,,,,,118,2024Q1,false
,FISCAL YEAR 2024 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,TRANSPORTATION OF THINGS,8517.3,8250,,,,,118,2024Q1,false
,FISCAL YEAR 2024 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,RENT COMMUNICATION UTILITIES,462740.53,263861.6,,,,,118,2024Q1,false
,FISCAL YEAR 2024 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,PRINTING AND REPRODUCTION,21253.04,20537.53,,,,,118,2024Q1,false
,FISCAL YEAR 2024 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,OTHER SERVICES,1073795.21,913555.28,,,,,118,2024Q1,false
,FISCAL YEAR 2024 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,SUPPLIES AND MATERIALS,225163.7,165777.37,,,,,118,2024Q1,false
,FISCAL YEAR 2024 CHIEF ADMIN OFCR OF THE HOUSE,ADMIN AND OPS,EQUIPMENT,491820.38,339806.28,,,,,118,2024Q1,false
,FISCAL YEAR 2024 CHIEF ADMIN OFCR OF THE HOUSE,CHILD CARE CENTER TRAINING,OTHER SERVICES,7545,6795,,,,,118,2024Q1,false
,FISCAL YEAR 2024 CHIEF ADMIN OFCR OF THE HOUSE,CHILD CARE CENTER TRAINING,SUPPLIES AND MATERIALS,148.37,0,,,,,118,2024Q1,false
,FISCAL YEAR 2024 CHIEF ADMIN OFCR OF THE HOUSE,LIBRARY OF CONGRESS MAILREIMB,RENT COMMUNICATION UTILITIES,790.85,790.85,,,,,118,2024Q1,false
,FISCAL YEAR 2024 CHIEF ADMIN OFCR OF THE HOUSE,LIBRARY OF CONGRESS MAILREIMB,OTHER SERVICES,140474.84,140474.84,,,,,118,2024Q1,false
,FISCAL YEAR 2024 CHIEF ADMIN OFCR OF THE HOUSE,AOC MAIL IPAC,RENT COMMUNICATION UTILITIES,480.96,480.96,,,,,118,2024Q1,false
,FISCAL YEAR 2024 CHIEF ADMIN OFCR OF THE HOUSE,AOC MAIL IPAC,OTHER SERVICES,363289.66,220376.56,,,,,118,2024Q1,false
,FISCAL YEAR 2024 CHIEF ADMIN OFCR OF THE HOUSE,CAO SAFETY PROGRAM,TRAVEL,1289.77,0,,,,,118,2024Q1,false
,FISCAL YEAR 2024 CHIEF ADMIN OFCR OF THE HOUSE,CAO SAFETY PROGRAM,OTHER SERVICES,10668.4,6821,,,,,118,2024Q1,false
,FISCAL YEAR 2024 CHIEF ADMIN OFCR OF THE HOUSE,CAO SAFETY PROGRAM,SUPPLIES AND MATERIALS,3107.67,2759.67,,,,,118,2024Q1,false
,FISCAL YEAR 2024 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL STAFF ACADEMY,TRAVEL,24210,19943.88,,,,,118,2024Q1,false
,FISCAL YEAR 2024 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL STAFF ACADEMY,RENT COMMUNICATION UTILITIES,22504.09,22504.09,,,,,118,2024Q1,false
,FISCAL YEAR 2024 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL STAFF ACADEMY,OTHER SERVICES,70851.28,70851.28,,,,,118,2024Q1,false
,FISCAL YEAR 2024 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL STAFF ACADEMY,SUPPLIES AND MATERIALS,1948.3,1503.59,,,,,118,2024Q1,false
,FISCAL YEAR 2024 CHIEF ADMIN OFCR OF THE HOUSE,CONGRESSIONAL STAFF ACADEMY,EQUIPMENT,12441.59,4248.31,,,,,118,2024Q1,false
,FISCAL YEAR 2024 CHIEF ADMIN OFCR OF THE HOUSE,WEB SOLUTIONS,OTHER SERVICES,271948.53,208235.91,,,,,118,2024Q1,false
,FISCAL YEAR 2024 CHIEF ADMIN OFCR OF THE HOUSE,WEB SOLUTIONS,EQUIPMENT,26562.5,26562.5,,,,,118,2024Q1,false
,FISCAL YEAR 2024 CHIEF ADMIN OFCR OF THE HOUSE,PEOPLESOFT FINANCIALS,OTHER SERVICES,759578.94,689434.8,,,,,118,2024Q1,false
,FISCAL YEAR 2024 CHIEF ADMIN OFCR OF THE HOUSE,PEOPLESOFT FINANCIALS,EQUIPMENT,140428.6,140428.6,,,,,118,2024Q1,false
,FISCAL YEAR 2024 CHIEF ADMIN OFCR OF THE HOUSE,REMEDY/CTS ACTIVITY,OTHER SERVICES,143160,119960,,,,,118,2024Q1,false
,FISCAL YEAR 2024 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE TECHNOLOGY SYSTEMS,OTHER SERVICES,720929.15,0,,,,,118,2024Q1,false
,FISCAL YEAR 2024 CHIEF ADMIN OFCR OF THE HOUSE,SUBSCRIPTIONS,OTHER SERVICES,10350,10350,,,,,118,2024Q1,false
,FISCAL YEAR 2024 CHIEF ADMIN OFCR OF THE HOUSE,SUBSCRIPTIONS,SUPPLIES AND MATERIALS,479933,479933,,,,,118,2024Q1,false
,FISCAL YEAR 2024 CHIEF ADMIN OFCR OF THE HOUSE,RECEPTIONS,SUPPLIES AND MATERIALS,710.08,710.08,,,,,118,2024Q1,false
,FISCAL YEAR 2024 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE DATA STORAGE,OTHER SERVICES,17686.8,17686.8,,,,,118,2024Q1,false
,FISCAL YEAR 2024 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE DATA STORAGE,EQUIPMENT,56599.65,56599.65,,,,,118,2024Q1,false
,FISCAL YEAR 2024 CHIEF ADMIN OFCR OF THE HOUSE,ESCALATIONS OPERATIONS,OTHER SERVICES,5472,5472,,,,,118,2024Q1,false
,FISCAL YEAR 2024 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE INFRASTRUCTURE TECH,EQUIPMENT,32744.64,4976.64,,,,,118,2024Q1,false
,FISCAL YEAR 2024 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE LICENSES,OTHER SERVICES,1116136.1,1116136.1,,,,,118,2024Q1,false
,FISCAL YEAR 2024 CHIEF ADMIN OFCR OF THE HOUSE,CYBERSECURITY OTKA PROJECT,OTHER SERVICES,582386.4,0,,,,,118,2024Q1,false
,FISCAL YEAR 2024 CHIEF ADMIN OFCR OF THE HOUSE,MODULAR FURNITURE,SUPPLIES AND MATERIALS,11525.15,11525.15,,,,,118,2024Q1,false
,FISCAL YEAR 2024 CHIEF ADMIN OFCR OF THE HOUSE,MODULAR FURNITURE,EQUIPMENT,311072.67,311072.67,,,,,118,2024Q1,false
,FISCAL YEAR 2024 CHIEF ADMIN OFCR OF THE HOUSE,ASSET OPERATIONS,SUPPLIES AND MATERIALS,6902.2,6902.2,,,,,118,2024Q1,false
,FISCAL YEAR 2024 CHIEF ADMIN OFCR OF THE HOUSE,ASSET OPERATIONS,EQUIPMENT,72732.24,3404.3,,,,,118,2024Q1,false
,FISCAL YEAR 2024 CHIEF ADMIN OFCR OF THE HOUSE,IDENTITY ACCESS MANAGEMENT,SUPPLIES AND MATERIALS,79603.48,79468.48,,,,,118,2024Q1,false
,FISCAL YEAR 2024 CHIEF ADMIN OFCR OF THE HOUSE,IDENTITY ACCESS MANAGEMENT,EQUIPMENT,253762.98,4282.98,,,,,118,2024Q1,false
